frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67, X_0, X_1, X_2, X_3, X_4, X_5, X_6, X_7, X_8, X_9, X_10, X_11, X_12, X_13, X_14, X_15, X_16, X_17, X_18, X_19, X_20, X_21, X_22, X_23, X_24, X_25, X_26, X_27, X_28, X_29, X_30, X_31, X_32, X_33, X_34, X_35, X_36, X_37, X_38, X_39, X_40, X_41, X_42, X_43, X_44, X_45, X_46, X_47, X_48, X_49, X_50, X_51, X_52, X_53, X_54, X_55, X_56, X_57, X_58, X_59, X_60, X_61, X_62, X_63, X_64, X_65, X_66, X_67, Y_0, Y_1, Y_2, Y_3, Y_4, Y_5, Y_6, Y_7, Y_8, Y_9, Y_10, Y_11, Y_12, Y_13, Y_14, Y_15, Y_16, Y_17, Y_18, Y_19, Y_20, Y_21, Y_22, Y_23, Y_24, Y_25, Y_26, Y_27, Y_28, Y_29, Y_30, Y_31, Y_32, Y_33, Y_34, Y_35, Y_36, Y_37, Y_38, Y_39, Y_40, Y_41, Y_42, Y_43, Y_44, Y_45, Y_46, Y_47, Y_48, Y_49, Y_50, Y_51, Y_52, Y_53, Y_54, Y_55, Y_56, Y_57, Y_58, Y_59, Y_60, Y_61, Y_62, Y_63, Y_64, Y_65, Y_66, Y_67, Z_0, Z_1, Z_2, Z_3, Z_4, Z_5, Z_6, Z_7, Z_8, Z_9, Z_10, Z_11, Z_12, Z_13, Z_14, Z_15, Z_16, Z_17, Z_18, Z_19, Z_20, Z_21, Z_22, Z_23, Z_24, Z_25, Z_26, Z_27, Z_28, Z_29, Z_30, Z_31, Z_32, Z_33, Z_34, Z_35, Z_36, Z_37, Z_38, Z_39, Z_40, Z_41, Z_42, Z_43, Z_44, Z_45, Z_46, Z_47, Z_48, Z_49, Z_50, Z_51, Z_52, Z_53, Z_54, Z_55, Z_56, Z_57, Z_58, Z_59, Z_60, Z_61, Z_62, Z_63, Z_64, Z_65, Z_66, Z_67, p_scale, p_rx, p_ry, p_rz, p_tx, p_ty, p_0, p_1, p_2, p_3, p_4, p_5, p_6, p_7, p_8, p_9, p_10, p_11, p_12, p_13, p_14, p_15, p_16, p_17, p_18, p_19, p_20, p_21, p_22, p_23, p_24, p_25, p_26, p_27, p_28, p_29, p_30, p_31, p_32, p_33, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.960166, 1, 0.17481, 0.111565, -0.978261, -0.0179056, 0.131336, -0.991176, -14.3605, 31.569, 399.736, -0.0429712, -0.0376087, 0.0168364, 213.701, 214.465, 216.919, 220.78, 228.923, 242.413, 257.421, 277.275, 299.398, 320.333, 338.617, 354.438, 366.863, 374.575, 378.637, 381.851, 383.518, 226.915, 238.349, 254.889, 271.913, 287.598, 320.319, 336.02, 351.293, 366.085, 376.224, 304.288, 304.891, 305.501, 306.095, 284.512, 294.526, 304.408, 314.115, 322.864, 245.729, 256.209, 268.382, 279.037, 267.817, 255.793, 326.035, 337.388, 349.261, 358.42, 349.876, 338.184, 262.87, 279.295, 293.754, 303.553, 314.153, 327.431, 339.634, 327.136, 314.197, 302.925, 292.42, 277.971, 268.912, 293.095, 303.179, 313.953, 334.084, 313.601, 302.888, 292.668, 236.518, 260.634, 284.838, 308.457, 330.639, 350.234, 366.565, 378.49, 381.796, 378.999, 367.874, 352.193, 332.44, 309.123, 285.149, 261.663, 238.576, 215.607, 203.06, 198.173, 199.63, 205.415, 205.029, 199.533, 199.058, 203.536, 215.104, 227.931, 241.443, 255.013, 269.342, 284.356, 287.222, 289.811, 287.391, 285.07, 235.693, 230.334, 230.419, 235.824, 238.953, 239.234, 236.306, 230.973, 231.557, 236.636, 240.031, 239.655, 316.729, 309.038, 305.504, 307.976, 305.882, 309.971, 317.339, 325.769, 328.394, 329.032, 328.348, 325.166, 317.282, 314.994, 315.988, 315.11, 317.568, 316.265, 317.012, 316.247, -95.5788, -94.5761, -92.2191, -88.3872, -80.172, -67.12, -52.9681, -35.0751, -16.7777, 0.276185, 15.9381, 30.3127, 41.6377, 48.488, 52.1554, 55.2593, 57.2227, -78.3713, -67.8459, -53.1555, -38.6923, -25.8171, 0.254286, 12.9604, 25.7498, 38.6011, 47.8064, -12.4948, -11.7793, -11.0763, -10.4144, -27.7272, -19.7493, -12.0141, -4.56978, 2.24551, -61.4793, -52.3925, -42.3145, -33.4707, -42.5941, -52.5341, 4.95616, 14.3506, 24.2484, 32.0666, 24.6696, 14.9499, -46.316, -31.8955, -20.2679, -12.6868, -4.52585, 5.86014, 16.0356, 5.6018, -4.44381, -12.9994, -21.0408, -32.7331, -41.1191, -20.8565, -13.0219, -4.69954, 11.3963, -4.9364, -13.1233, -21.0166, -3.13047, 18.491, 40.1133, 60.9832, 79.7862, 95.362, 107.127, 113.694, 115.474, 115.127, 109.474, 98.753, 82.1319, 61.4136, 40.1584, 19.3547, -1.28319, -20.5376, -30.6941, -34.1466, -32.483, -27.5565, -27.8543, -32.7395, -33.6903, -30.5422, -21.1687, -9.59827, 1.12487, 11.4687, 21.9767, 34.6559, 36.6094, 38.3812, 36.7978, 35.342, -3.56516, -7.93881, -7.85434, -3.41253, -0.854673, -0.626628, -3.03322, -7.44965, -6.99666, -2.80773, 0.0257757, -0.28396, 62.2051, 54.0965, 50.5841, 52.4362, 50.9923, 55.1805, 63.1635, 67.3289, 67.6861, 67.7825, 67.3995, 66.3288, 62.2021, 58.1344, 58.8244, 58.3735, 62.7651, 58.8371, 59.0594, 58.6278, 449.576, 448.078, 447.312, 445.41, 440.133, 432.545, 423.211, 410.477, 407.181, 414.127, 428.055, 440.105, 444.244, 444.231, 444.735, 446.716, 450.441, 420.965, 415.465, 408.192, 402.311, 398.39, 398.245, 404.516, 411.437, 418.802, 425.142, 397.626, 389.813, 381.961, 374.492, 390.659, 387.632, 385.265, 388.235, 392.077, 413.887, 410.658, 409.88, 408.553, 408.126, 409.099, 410.611, 412.651, 414.344, 417.314, 412.861, 411.076, 405.355, 391.787, 386.113, 385.695, 386.995, 394.31, 408.357, 392.503, 382.867, 380.662, 381.443, 389.408, 402.434, 387.595, 387.063, 388.589, 404.58, 385.741, 383.444, 384.461, 1.22495, -0.0151344, -0.0413878, 0.0157171, 301.923, 280.311, -18.7638, 4.65201, -7.30249, 8.21182, -7.18771, 0.694297, -18.6102, -0.73021, -7.40446, -5.30174, -13.2131, 0.603554, -8.71704, 2.22223, -1.60916, -0.983859, -4.22758, -1.17552, -0.878663, -3.75788, -1.04301, -2.76862, 1.97475, -1.54666, -0.874549, 0.471773, 0.414273, -0.0631989, 0.0126259, -0.604724, 0.778264, -0.536591, 0.00976234, 0.144814, 0, 0, 0, 0, 0, 1.068, 0, 0, 0.1741, 0.9544, 0, 0.323, 0.5013, 0.5862, 0.4133, 0.12, 0.2086, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0
2, 0.05, 0.965179, 1, 0.191099, 0.0843987, -0.977936, -0.0153493, 0.139619, -0.990086, -16.4777, 31.6931, 398.279, -0.0478489, -0.0490107, 0.0130783, 210.014, 210.887, 213.509, 217.547, 225.88, 239.558, 254.759, 274.837, 296.948, 317.652, 335.567, 351.188, 363.638, 371.42, 375.42, 378.502, 379.962, 223.36, 235.075, 251.821, 268.976, 284.733, 317.34, 332.964, 348.239, 363.079, 373.323, 301.449, 302.275, 303.108, 303.924, 282.09, 292.158, 302.106, 311.756, 320.434, 242.259, 252.836, 265.186, 276.022, 264.677, 252.452, 323.002, 334.389, 346.357, 355.602, 347.1, 335.292, 260.348, 277.18, 291.713, 301.314, 311.647, 324.755, 336.95, 324.602, 311.876, 300.887, 290.587, 275.981, 266.44, 291.058, 300.944, 311.453, 331.457, 311.163, 300.742, 290.714, 237.154, 261.378, 285.753, 309.483, 331.664, 351.117, 367.201, 378.849, 382.012, 379.344, 368.565, 353.084, 333.338, 309.829, 285.606, 261.803, 238.383, 215.859, 203.398, 198.595, 199.995, 205.685, 205.06, 199.533, 199.007, 203.48, 215.15, 228.011, 241.576, 255.184, 269.564, 284.755, 287.581, 290.107, 287.686, 285.365, 236.184, 230.622, 230.669, 236.194, 239.413, 239.773, 236.467, 230.881, 231.436, 236.623, 240.123, 239.795, 317.296, 309.718, 306.087, 308.496, 306.372, 310.459, 317.609, 325.831, 328.24, 328.854, 328.242, 325.315, 317.839, 315.453, 316.381, 315.476, 317.854, 316.242, 316.95, 316.252, -98.4398, -97.282, -94.7267, -90.7232, -82.3908, -69.2443, -54.9693, -36.9123, -18.6934, -1.93733, 13.2919, 27.4088, 38.748, 45.6826, 49.3245, 52.3031, 54.0518, -81.0072, -70.275, -55.4501, -40.9065, -27.9968, -2.11195, 10.4653, 23.2045, 36.0621, 45.3466, -14.705, -13.7672, -12.8486, -11.9822, -29.4674, -21.4762, -13.7213, -6.37396, 0.338918, -64.1087, -54.9608, -44.7741, -35.8076, -44.9852, -55.045, 2.45933, 11.8538, 21.8133, 29.6864, 22.3416, 12.5466, -48.1374, -33.4078, -21.752, -14.3581, -6.44149, 3.73803, 13.8093, 3.59797, -6.19043, -14.4787, -22.3207, -34.1119, -42.906, -22.3344, -14.689, -6.6163, 9.24531, -6.78693, -14.6991, -22.4081, -2.54702, 19.0601, 40.6982, 61.5279, 80.2412, 95.6491, 107.174, 113.484, 115.159, 114.975, 109.773, 99.3814, 82.8787, 62.0379, 40.5896, 19.4924, -1.45741, -20.2357, -30.2877, -33.6743, -32.0724, -27.2411, -27.7418, -32.667, -33.6841, -30.5714, -21.1326, -9.50386, 1.22417, 11.549, 22.0351, 34.7884, 36.7028, 38.4226, 36.8669, 35.4368, -3.147, -7.67391, -7.62168, -3.09896, -0.477047, -0.18474, -2.89427, -7.51226, -7.0878, -2.81573, 0.101222, -0.168449, 62.3758, 54.3928, 50.8198, 52.6304, 51.182, 55.3951, 63.2294, 67.0999, 67.2373, 67.3083, 66.9648, 66.1127, 62.3548, 58.2277, 58.8759, 58.4251, 62.8222, 58.5543, 58.7334, 58.3447, 447.509, 445.785, 444.762, 442.757, 437.692, 430.397, 421.279, 408.66, 405.456, 412.557, 426.915, 439.416, 443.969, 444.211, 445.005, 447.019, 450.718, 419.116, 413.748, 406.649, 400.856, 396.927, 396.988, 403.626, 410.855, 418.554, 425.203, 396.345, 388.364, 380.312, 372.667, 388.653, 385.685, 383.409, 386.56, 390.571, 412.323, 409.151, 408.422, 407.108, 406.569, 407.453, 409.564, 411.91, 413.8, 416.925, 412.204, 410.228, 403.485, 390.092, 384.489, 384.186, 385.57, 393.101, 407.356, 390.884, 380.99, 378.76, 379.438, 387.464, 400.54, 385.854, 385.412, 387.045, 403.462, 384.002, 381.635, 382.579, 1.22916, -0.0202391, -0.0569076, 0.0118891, 299.154, 280.637, -16.7427, 3.8285, -7.45968, 9.26436, -6.73861, 1.6731, -18.782, -0.772039, -7.65575, -5.83199, -12.9211, 1.0412, -9.06803, 1.68931, -1.85459, -0.747023, -3.87096, -1.47416, -1.14913, -3.38417, -1.15725, -2.4453, 1.9316, -1.08488, -0.944091, 0.645712, 0.421836, -0.0993005, -0.0218211, -0.721324, 0.853957, -0.472765, -0.0153448, 0.115998, 0, 0, 0, 0, 0, 0.896, 0, 0, 0.2473, 1.252, 0, 0.3246, 0.576, 0.6709, 0.377, 0.08636, 0.1276, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1
3, 0.1, 0.964821, 1, 0.197141, 0.0767631, -0.977365, 0.0107615, 0.081039, -0.996653, -18.2765, 31.5043, 398.084, -0.0550109, -0.0484507, 0.00834262, 207.038, 208.185, 211.001, 215.109, 223.651, 237.637, 252.924, 273.059, 295.156, 315.864, 333.816, 349.387, 361.797, 369.457, 373.257, 376.146, 377.452, 220.292, 231.99, 248.804, 266.059, 282.023, 314.922, 330.532, 345.747, 360.588, 370.82, 299.125, 300.035, 300.955, 301.869, 279.835, 290.023, 300.045, 309.776, 318.502, 239.684, 250.217, 262.568, 273.34, 262.038, 249.842, 320.762, 331.999, 343.998, 353.225, 344.758, 332.989, 257.387, 274.45, 289.289, 299.186, 309.821, 323.203, 335.575, 323.071, 310.056, 298.754, 288.149, 273.216, 263.493, 288.679, 298.864, 309.681, 330.056, 309.35, 298.614, 288.282, 237.275, 261.815, 286.433, 310.306, 332.504, 351.876, 367.838, 379.307, 382.33, 379.614, 368.723, 353.179, 333.325, 309.742, 285.458, 261.618, 238.185, 216.149, 203.386, 198.289, 199.459, 205.013, 204.432, 198.889, 198.44, 202.82, 214.454, 227.349, 240.993, 254.702, 269.195, 284.569, 287.309, 289.814, 287.311, 284.908, 235.93, 230.227, 230.211, 235.722, 238.981, 239.354, 235.831, 230.181, 230.649, 235.908, 239.351, 239.068, 317.239, 309.508, 305.899, 308.272, 306.108, 310.051, 317.249, 325.695, 328.243, 328.914, 328.332, 325.389, 317.812, 315.264, 316.181, 315.184, 317.573, 316.248, 317.039, 316.385, -100.962, -99.566, -96.838, -92.7299, -84.0983, -70.6068, -56.2617, -38.1826, -20.0512, -3.39713, 11.7465, 25.7223, 36.9563, 43.747, 47.1877, 49.9909, 51.5912, -83.455, -72.757, -57.8826, -43.2467, -30.1613, -4.03908, 8.51361, 21.1675, 33.9582, 43.1566, -16.5481, -15.5092, -14.4919, -13.523, -31.2201, -23.1151, -15.2938, -7.89901, -1.16924, -66.089, -57.0204, -46.8578, -37.9531, -47.0688, -57.086, 0.623823, 9.8835, 19.854, 27.6818, 20.403, 10.6553, -50.5004, -35.5379, -23.617, -15.9919, -7.85126, 2.51924, 12.6882, 2.40105, -7.57333, -16.079, -24.1491, -36.2338, -45.2573, -24.1603, -16.2867, -7.98661, 8.11474, -8.17725, -16.3148, -24.256, -2.43587, 19.4252, 41.2529, 62.1543, 80.7423, 95.9066, 107.227, 113.316, 114.872, 114.675, 109.439, 99.0661, 82.5159, 61.6904, 40.2779, 19.2481, -1.63003, -19.9627, -30.2681, -33.9113, -32.5034, -27.7868, -28.29, -33.2325, -34.1676, -31.1071, -21.6939, -10.0284, 0.771538, 11.1872, 21.7748, 34.6437, 36.4807, 38.1786, 36.5537, 35.0506, -3.34889, -7.98592, -7.98685, -3.47977, -0.827808, -0.525811, -3.41423, -8.08817, -7.73655, -3.40905, -0.534466, -0.764449, 62.2976, 54.2304, 50.6768, 52.4564, 50.9891, 55.0902, 62.9316, 67.0024, 67.2052, 67.2915, 66.972, 66.1324, 62.321, 58.0572, 58.7029, 58.1915, 62.5975, 58.5463, 58.7699, 58.4135, 446.884, 445.226, 444.216, 442.03, 436.424, 428.63, 419.387, 406.711, 403.538, 410.688, 425.094, 437.654, 442.089, 442.276, 443.019, 445.183, 448.993, 418.497, 413.346, 406.499, 400.871, 397.097, 397.693, 404.182, 411.065, 418.332, 424.607, 396.353, 388.417, 380.469, 372.922, 388.651, 385.554, 383.208, 386.312, 390.245, 411.431, 408.553, 407.943, 406.702, 406.031, 406.839, 409.502, 411.849, 413.66, 416.583, 412.046, 410.153, 403.277, 390.099, 384.503, 384.17, 385.651, 393.214, 407.331, 390.936, 380.797, 378.408, 379.093, 387.242, 400.458, 385.69, 385.287, 386.994, 403.476, 383.921, 381.431, 382.364, 1.23064, -0.0281592, -0.0558742, 0.00697767, 296.875, 280.456, -21.4889, 5.16629, -6.65018, 7.47458, -6.47806, 2.94057, -19.3333, -0.223337, -6.64373, -5.35986, -13.6173, 1.24944, -8.87582, 2.46022, -2.22841, -0.585498, -3.92097, -1.50621, -0.955369, -3.34366, -1.26945, -2.69544, 2.07596, -1.05077, -1.04038, 0.283945, 0.511338, -0.118659, -0.0100161, -0.64816, 0.794674, -0.477413, 0.0374952, 0.132311, 0, 0, 0, 0, 0, 0.7911, 0, 0, 0.3674, 1.384, 0, 0.2613, 0.6313, 0.7228, 0.41, 0.1728, 0.07751, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
4, 0.15, 0.965925, 1, 0.205071, 0.0770436, -0.97571, -0.00128912, 0.0716456, -0.997429, -19.5479, 31.4432, 398.53, -0.0589831, -0.0501763, 0.00262539, 204.824, 206.19, 209.178, 213.415, 222.147, 236.361, 251.756, 272.059, 294.133, 314.745, 332.626, 348.143, 360.519, 368.107, 371.749, 374.507, 375.757, 218.008, 229.62, 246.551, 263.933, 279.996, 312.985, 328.661, 343.935, 358.812, 369.06, 297.208, 298.243, 299.274, 300.3, 278.375, 288.567, 298.555, 308.246, 316.931, 237.698, 248.162, 260.56, 271.282, 260.037, 247.822, 319.073, 330.161, 342.19, 351.374, 343.008, 331.251, 256.286, 273.271, 287.919, 297.855, 308.489, 321.794, 334.076, 321.761, 308.863, 297.565, 286.954, 272.147, 262.419, 287.357, 297.57, 308.394, 328.585, 308.067, 297.333, 286.972, 237.761, 262.315, 286.857, 310.647, 332.747, 352.01, 367.963, 379.473, 382.419, 379.646, 368.672, 353.101, 333.16, 309.425, 284.974, 260.957, 237.324, 216.537, 203.522, 198.268, 199.334, 204.815, 204.08, 198.395, 197.892, 202.238, 213.93, 227.292, 240.933, 254.663, 269.172, 284.633, 287.359, 289.826, 287.233, 284.754, 236.212, 230.364, 230.274, 235.76, 239.195, 239.623, 235.606, 229.87, 230.272, 235.554, 239.088, 238.869, 317.38, 309.557, 305.971, 308.281, 306.07, 309.865, 316.993, 325.272, 327.769, 328.475, 327.934, 325.149, 317.882, 315.25, 316.13, 315.05, 317.276, 315.971, 316.818, 316.201, -102.894, -101.312, -98.4245, -94.1736, -85.3118, -71.5858, -57.1698, -38.9667, -20.8673, -4.31552, 10.7289, 24.6187, 35.8082, 42.5384, 45.8517, 48.533, 50.0562, -85.4205, -74.7851, -59.7829, -45.0194, -31.8335, -5.59233, 7.01548, 19.711, 32.5203, 41.7237, -18.0989, -16.9356, -15.81, -14.7355, -32.4065, -24.2821, -16.4696, -9.09848, -2.39911, -67.7509, -58.7499, -48.5455, -39.6731, -48.742, -58.7844, -0.760574, 8.38217, 18.3876, 26.1797, 18.9927, 9.2438, -51.3746, -36.4918, -24.7146, -17.0467, -8.8956, 1.4131, 11.4754, 1.37883, -8.49479, -17.0036, -25.0864, -37.0803, -46.1155, -25.2116, -17.3091, -8.99635, 6.9317, -9.17834, -17.3188, -25.2923, -2.00043, 19.8646, 41.615, 62.4209, 80.8604, 95.8688, 107.198, 113.365, 114.889, 114.675, 109.338, 98.9391, 82.3286, 61.3887, 39.8483, 18.6602, -2.40205, -19.6512, -30.1838, -33.9669, -32.6524, -27.9986, -28.6338, -33.6986, -34.677, -31.6401, -22.1713, -10.0914, 0.725966, 11.1851, 21.8202, 34.7481, 36.5848, 38.2653, 36.5608, 34.9871, -3.11865, -7.8802, -7.94355, -3.4525, -0.654746, -0.307109, -3.6041, -8.35651, -8.0613, -3.71006, -0.752723, -0.92895, 62.3935, 54.318, 50.8233, 52.562, 51.0589, 55.0325, 62.7662, 66.7583, 66.9483, 67.0548, 66.7531, 65.9807, 62.3736, 58.119, 58.7494, 58.1744, 62.393, 58.4313, 58.6935, 58.3533, 446.682, 445.093, 444.065, 441.778, 435.917, 427.946, 418.862, 406.404, 403.351, 410.591, 424.869, 437.393, 441.868, 442.119, 443.018, 445.197, 448.879, 418.763, 413.724, 406.966, 401.476, 397.879, 398.577, 404.986, 411.761, 418.945, 425.229, 397.041, 389.2, 381.4, 373.991, 389.267, 386.248, 383.991, 387.022, 390.885, 411.597, 408.905, 408.354, 407.17, 406.436, 407.219, 410.108, 412.482, 414.322, 417.218, 412.746, 410.795, 403.165, 390.459, 385.196, 384.895, 386.399, 393.846, 407.608, 391.444, 381.389, 378.947, 379.565, 387.442, 400.437, 386.171, 385.851, 387.57, 403.7, 384.564, 382.027, 382.891, 1.22955, -0.0326045, -0.058589, 0.00116987, 295.291, 280.357, -23.7186, 4.86587, -7.86575, 6.43815, -6.03173, 3.14078, -19.6382, -0.366874, -6.02319, -5.81558, -14.3131, 0.969077, -9.16136, 2.76959, -1.9306, -0.841345, -4.49102, -1.72252, -0.840842, -3.03972, -1.71861, -2.49696, 2.03777, -1.04293, -0.954623, 0.298608, 0.421664, -0.150351, 0.0573462, -0.72488, 0.708266, -0.495981, 0.0228078, 0.161903, 0, 0, 0, 0, 0, 0.6498, 0, 0, 0.5135, 1.457, 0, 0.2884, 0.6298, 0.6953, 0.3948, 0.1265, 0.07291, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
5, 0.2, 0.966037, 1, 0.19316, 0.0706109, -0.978623, 0.031951, 0.097333, -0.994739, -20.3839, 31.6237, 398.74, -0.056693, -0.0477829, -0.00459572, 203.525, 205.04, 208.134, 212.463, 221.291, 235.59, 251.131, 271.679, 293.926, 314.587, 332.457, 347.885, 360.116, 367.505, 370.969, 373.571, 374.722, 216.487, 227.811, 244.762, 262.267, 278.429, 311.135, 326.97, 342.441, 357.479, 367.732, 295.608, 296.704, 297.791, 298.882, 277.089, 287.347, 297.404, 307.143, 315.886, 236.475, 246.841, 259.159, 269.849, 258.725, 246.597, 317.697, 328.666, 340.632, 349.831, 341.481, 329.803, 255.636, 272.498, 287.07, 297.029, 307.646, 321.018, 333.385, 321.17, 308.315, 297.022, 286.414, 271.605, 261.803, 286.611, 296.828, 307.645, 327.87, 307.366, 296.638, 286.278, 238.595, 263.016, 287.391, 311.047, 333.068, 352.292, 368.25, 379.77, 382.568, 379.539, 368.336, 352.698, 332.787, 309.112, 284.669, 260.66, 237.056, 217.599, 204.302, 198.827, 199.846, 205.376, 204.387, 198.434, 197.773, 202.169, 214.025, 227.705, 241.325, 255.031, 269.518, 284.936, 287.652, 290.068, 287.336, 284.722, 236.831, 230.985, 230.789, 236.109, 239.61, 240.124, 235.55, 229.824, 230.149, 235.277, 238.819, 238.688, 317.94, 309.928, 306.236, 308.452, 306.131, 309.749, 316.818, 325.174, 327.825, 328.652, 328.217, 325.589, 318.359, 315.535, 316.307, 315.114, 317.12, 316.033, 316.995, 316.468, -104.084, -102.401, -99.4371, -95.127, -86.1705, -72.3298, -57.7435, -39.3015, -21.043, -4.4478, 10.5904, 24.4077, 35.4789, 42.0339, 45.1735, 47.689, 49.1001, -86.7456, -76.2914, -61.2254, -46.3477, -33.0784, -7.06208, 5.64168, 18.4705, 31.3966, 40.6037, -19.3652, -18.1358, -16.949, -15.8095, -33.4282, -25.2427, -17.3669, -9.96103, -3.21912, -68.7757, -59.8525, -49.706, -40.8629, -49.8362, -59.8174, -1.88843, 7.14722, 17.0921, 24.8856, 17.7311, 8.05334, -51.9376, -37.1105, -25.3816, -17.6916, -9.5503, 0.802635, 10.9206, 0.916424, -8.91959, -17.4283, -25.5157, -37.5282, -46.649, -25.804, -17.8926, -9.58143, 6.3588, -9.7224, -17.8612, -25.8403, -1.25591, 20.5018, 42.1254, 62.8483, 81.2452, 96.2211, 107.531, 113.682, 115.058, 114.653, 109.103, 98.6445, 82.063, 61.1529, 39.5898, 18.3913, -2.64176, -18.7722, -29.5422, -33.5045, -32.2351, -27.5505, -28.3709, -33.6452, -34.7553, -31.6914, -22.096, -9.7607, 1.03188, 11.4716, 22.0986, 35.0055, 36.8383, 38.4818, 36.6735, 34.9963, -2.60971, -7.37567, -7.52541, -3.17054, -0.317576, 0.101269, -3.6495, -8.39252, -8.16116, -3.9399, -0.974456, -1.07818, 62.8924, 54.6306, 51.0529, 52.7207, 51.1235, 54.9675, 62.6742, 66.7365, 67.0402, 67.2401, 67.02, 66.3701, 62.8099, 58.3755, 58.9223, 58.2508, 62.3114, 58.5122, 58.8651, 58.5957, 446.81, 445.379, 444.446, 442.301, 436.485, 428.442, 419.225, 406.673, 403.519, 410.826, 425.065, 437.65, 442.209, 442.419, 443.146, 445.102, 448.631, 419.01, 413.776, 406.877, 401.396, 397.851, 398.324, 404.722, 411.531, 418.852, 425.327, 396.954, 389.248, 381.587, 374.32, 389.507, 386.535, 384.298, 387.377, 391.27, 411.707, 409.058, 408.494, 407.399, 406.658, 407.458, 410.063, 412.366, 414.223, 417.111, 412.707, 410.75, 403.469, 390.62, 385.385, 385.093, 386.53, 394.036, 407.939, 391.766, 381.668, 379.235, 379.861, 387.726, 400.784, 386.414, 386.086, 387.751, 403.99, 384.781, 382.267, 383.138, 1.22905, -0.030133, -0.0562556, -0.00614042, 294.258, 280.548, -23.3128, 4.59422, -7.84752, 5.79484, -6.29765, 3.03336, -19.5394, -0.0356279, -5.47104, -5.5885, -14.5458, 0.50227, -9.347, 2.77132, -1.36909, -0.367279, -4.66564, -2.04349, -0.3864, -2.76976, -1.49442, -2.70044, 2.09432, -1.44325, -0.950482, 0.365069, 0.433723, -0.176951, 0.078925, -0.763947, 0.685812, -0.503276, 0.0337461, 0.191055, 0, 0, 0, 0, 0, 0.7805, 0, 0, 0.5097, 1.47, 0, 0.3444, 0.5569, 0.7575, 0.383, 0.1265, 0.04679, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
